episodes,sum_wins,avg_actor_loss,avg_critic_loss,avg_actor_grad_norm,avg_critic_grad_norm,avg_actor_learning_rate,avg_critic_learning_rate,avg_reward
84,1,-42.769432768529775,38.51443931034633,9.99101962362017,381.7529743739537,8.393221945620345e-05,8.393221945620345e-05,3.043539333284831
85,1,-42.76076826757314,38.340975450009715,6.813440150144149,342.9269552425462,8.357173640776631e-05,8.357173640776631e-05,0.22340214608400688
86,1,-43.35874557495117,42.46619173945213,6.777296742614435,377.6083500142,8.320922216190717e-05,8.320922216190717e-05,0.0
87,1,-43.24387437470105,42.06501088823591,6.156143923195041,335.7754799979074,8.284476262164098e-05,8.284476262164098e-05,1.3434017201845225
88,1,-43.449970401063254,43.71498493272431,7.9885927317093826,405.1759156207649,8.247844415094856e-05,8.247844415094856e-05,0.964653249717956
89,1,-43.49833733694894,46.19375822495441,7.772452709626179,386.264349334094,8.211035355431135e-05,8.211035355431135e-05,0.8360547478909921
90,1,-43.84977870084801,43.52067480281908,5.817616866559399,411.55065622135083,8.174057805614165e-05,8.174057805614165e-05,0.6968865373612649
91,1,-44.078755670664265,45.02563017241809,6.299423315087143,491.5167043257733,8.136920528011372e-05,8.136920528011372e-05,0.8190035710214918
92,1,-44.419751069983654,47.094171874377196,6.442131482824987,526.2216497927296,8.099632322839992e-05,8.099632322839992e-05,1.1076314462098122
93,1,-44.51699743465502,43.64819100438332,5.4436003650937765,416.2909835504026,8.062202026081751e-05,8.062202026081751e-05,1.6223439129895172
94,1,-44.506795454998404,49.131757424802196,9.663728563153015,418.23407309395924,8.024638507389037e-05,8.024638507389037e-05,0.20443273577723944
95,1,-45.114687861228475,48.25991759008291,6.199782118505361,379.4513283554389,7.986950667983104e-05,7.986950667983104e-05,0.0
96,1,-45.36445913509447,48.31742029773946,5.97893044899921,432.0379500097158,7.949147438544812e-05,7.949147438544812e-05,0.9391072912447801
97,1,-45.88776101871412,46.09482469364088,4.785597229490475,465.62217930385043,7.911237777098359e-05,7.911237777098359e-05,1.496643871670174
98,1,-45.805871457469706,49.70463873415577,6.469422026556366,585.1247094602,7.873230666888559e-05,7.873230666888559e-05,0.5560567925263031
99,1,-46.09454805023816,46.43692094452527,4.592873731437995,405.7452819201411,7.835135114252113e-05,7.835135114252113e-05,1.8369565168327742
100,1,-46.24300851627272,49.462217759112924,4.955811281593478,463.36042505381056,7.796960146483457e-05,7.796960146483457e-05,1.5036228689622988
101,1,-46.41496191219408,48.584771681805044,4.347257813628839,484.15122861278303,7.758714809695587e-05,7.758714809695587e-05,0.6517970716741633
102,1,-46.29490895173988,48.45768807858837,5.065570296073447,424.76489615926937,7.720408166676455e-05,7.720408166676455e-05,1.3323597016759738
103,1,-46.62734245767399,50.53814716728366,4.108449050358364,433.39476449149,7.682049294741428e-05,7.682049294741428e-05,0.699360873832742
104,1,-46.42969933334662,54.767523045442545,6.0121398483003885,499.54152912996256,7.64364728358226e-05,7.64364728358226e-05,1.5327704616466635
105,1,-47.18623211919045,50.600653161807934,5.078507119295549,438.54780967868106,7.605211233113172e-05,7.605211233113172e-05,1.1176730590205703
106,1,-47.30449660943479,44.0121573234091,5.067376200033694,416.37345014299666,7.566750251314502e-05,7.566750251314502e-05,0.06465720113040135
107,1,-47.642660724873444,48.97746199004504,5.3324440766354,445.0546465503926,7.528273452074429e-05,7.528273452074429e-05,0.20053711208548133
108,1,-47.67386899675642,51.41426981711874,3.7948074511119296,364.04719232053174,7.489789953029293e-05,7.489789953029293e-05,0.0753261588991942
109,1,-47.712666180669046,55.03361787601393,6.217207675077478,414.70048974484814,7.45130887340306e-05,7.45130887340306e-05,0.1334748263594384
110,1,-48.32483213775012,49.32052623982332,6.271749073145341,436.1976651561504,7.412839331846371e-05,7.412839331846371e-05,0.0
111,1,-48.31982351809132,50.63836825623804,5.815062811180037,460.54264380007373,7.374390444275767e-05,7.374390444275767e-05,0.17267745487367644
112,1,-48.33264814104353,56.70271301269531,3.0890230536460876,390.1247254974988,7.335971321713513e-05,7.335971321713513e-05,0.0
113,1,-48.63897533806003,52.26255436332858,4.26566426364743,379.51169165786433,7.297591068128635e-05,7.297591068128635e-05,1.647904718102674
114,1,-48.83629717145647,53.74137395741988,4.7759608614201445,428.7891851931202,7.25925877827958e-05,7.25925877827958e-05,3.6713978124233373
115,1,-49.068441429916696,52.00024207757444,7.401481051834262,490.7253497376734,7.220983535559097e-05,7.220983535559097e-05,2.7456578842191472
116,1,-50.35492176912269,55.63236193754235,12.627122621147,445.0633558935049,7.182774409841792e-05,7.182774409841792e-05,1.8337664827046285
117,1,-52.29836467820771,53.024530975186096,7.367222386963514,436.3504607531489,7.144640455334874e-05,7.144640455334874e-05,1.1575199822851194
118,1,-51.52550304179289,57.15785139434192,8.917849175784053,422.4507964776487,7.106590708432665e-05,7.106590708432665e-05,0.0
119,1,-50.56095131076112,59.096407364825815,7.3386010247833875,564.4716890296157,7.068634185575247e-05,7.068634185575247e-05,0.1958196325910701
120,1,-50.94925931035256,59.009889174480826,15.359380763404223,549.1990135348573,7.030779881111924e-05,7.030779881111924e-05,0.9127178679308476
121,1,-50.57897318625937,55.40013753151407,8.062754669967962,377.9049078493702,6.993036765169869e-05,6.993036765169869e-05,0.41134006014043717
122,1,-50.4368845881248,54.43187803151656,16.423943188725687,509.9587598528181,6.955413781528516e-05,6.955413781528516e-05,1.1071623859347262
123,1,-52.76134802370655,63.220020683444275,9.623870650116277,678.1501396334901,6.917919845500203e-05,6.917919845500203e-05,0.0
124,1,-52.2409782409668,63.258199964250835,10.628743964798597,625.8110996168487,6.880563841817574e-05,6.880563841817574e-05,0.7764559873299458
125,1,-52.32049171292052,61.18017037060796,12.592296366788903,430.53395921356827,6.84335462252818e-05,6.84335462252818e-05,0.28477432373227335
126,1,-52.51558109205596,58.381575331395986,16.562431403568812,485.9525999730947,6.806301004896897e-05,6.806301004896897e-05,0.0
127,1,-52.8107217282665,66.78446902060995,11.238060036484075,754.962518808793,6.769411769316521e-05,6.769411769316521e-05,0.09404022805280766
128,1,-52.882009311598175,61.70842925869689,13.926658153533936,576.6173444475446,6.732695657227134e-05,6.732695657227134e-05,0.09177245789849196
129,1,-54.28055447948222,69.78421292986188,16.743975809642247,499.31721091757015,6.696161369044694e-05,6.696161369044694e-05,0.7242965618503217
130,1,-55.284513823840086,65.06873422739457,16.804627690996444,566.5251256203164,6.659817562099346e-05,6.659817562099346e-05,1.7752878978785656
131,1,-55.907563579325775,58.7575393209652,10.861990169602997,572.3665690519372,6.623672848583931e-05,6.623672848583931e-05,1.5509886921173297
132,1,-56.24726400569994,69.91269022104692,10.905875965040558,467.9098569908921,6.587735793513221e-05,6.587735793513221e-05,0.1928176855446971
133,2,-57.12761353473274,65.46115092841946,15.459490036477847,435.7215918716119,6.552014912694294e-05,6.552014912694294e-05,3.623695213789206
134,2,-57.2492310660226,74.15104208187181,11.09033608923153,502.2689202756298,6.51651867070861e-05,6.51651867070861e-05,1.524775875902732
135,2,-58.18469035868742,71.94290371330418,10.027669167032046,512.9639525121572,6.481255478906187e-05,6.481255478906187e-05,4.186271682990878
136,2,-58.59232906419404,70.11870267439862,11.480646542140416,553.3850443314533,6.446233693412424e-05,6.446233693412424e-05,2.151243604210507
137,2,-58.668922424316406,72.83673601734395,9.606115560142362,608.497272725008,6.411461613147984e-05,6.411461613147984e-05,0.6023511932265927
138,2,-58.937310744305044,72.8642243755107,13.666181425659024,619.9289865299147,6.37694747786225e-05,6.37694747786225e-05,1.2601667069525941
139,2,-59.69799454358159,74.39290638359226,11.383196310121185,605.7677310242944,6.342699466180802e-05,6.342699466180802e-05,0.4793003574075144
140,3,-59.4205434371014,78.83639923407107,12.370705497508146,671.6107582559391,6.308725693667363e-05,6.308725693667363e-05,3.2932498022509455
141,3,-60.10887216061962,78.7694863689189,11.28153655966934,679.622094602001,6.275034210900701e-05,6.275034210900701e-05,1.6841550794745899
142,3,-60.38721302577427,78.85535345272142,14.415914988031192,589.5424982187699,6.241633001566929e-05,6.241633001566929e-05,0.07602411919752809
143,3,-61.188591548374724,82.20679707429846,11.85302013767009,742.3872652637715,6.208529980567664e-05,6.208529980567664e-05,0.2867493402751121
144,3,-59.90095815853197,90.5202522277832,13.5367254043112,632.205478590362,6.175732992144449e-05,6.175732992144449e-05,0.7715018813217953
145,3,-60.63093761521943,94.80794626352738,13.497121100523033,822.1570721061862,6.143249808019985e-05,6.143249808019985e-05,1.0188180464242456
146,3,-61.48649075566506,89.98664400528888,17.165476818473973,705.2475741639429,6.111088125556471e-05,6.111088125556471e-05,1.2450932262042103
147,3,-61.804874420166016,86.3177276922732,15.387027672358922,699.0469179737324,6.0792555659316265e-05,6.0792555659316265e-05,2.154853021689034
148,3,-62.686790466308594,89.3871705191476,21.753346219354746,762.4824536381935,6.047759672332731e-05,6.047759672332731e-05,1.2939275280036329
149,3,-64.82996578605808,90.76699992588588,22.4333955803696,796.2478924186862,6.016607908169164e-05,6.016607908169164e-05,0.43977588876855334
150,3,-65.58551897321429,92.44550829517598,18.94621232091164,682.1247633330676,5.985807655303834e-05,5.985807655303834e-05,0.5731107490679723
151,3,-66.2058585030692,84.35889376426229,12.115043902883725,679.6622955945073,5.955366212303941e-05,5.955366212303941e-05,1.0405255971960063
152,3,-66.46166859840861,89.54446481198681,12.086055278778076,780.0353144431601,5.925290792711485e-05,5.925290792711485e-05,2.1086654179415207
153,3,-66.83095784090003,99.04254921115175,13.178317206246513,660.7382264429209,5.895588523333895e-05,5.895588523333895e-05,1.9282870783728718
154,3,-67.02790271992586,97.43715114982761,13.691638279934319,754.7612152099609,5.866266442555247e-05,5.866266442555247e-05,0.7344358316466725
155,3,-66.71870266661352,95.30455741103815,15.110318670467455,668.3353950344787,5.8373314986683944e-05,5.8373314986683944e-05,2.183393805619038
156,3,-67.43160092100806,106.14783431072624,15.243566435210559,777.2078981983418,5.808790548228494e-05,5.808790548228494e-05,0.7118362907020395
157,3,-67.6477466505401,102.15775049949178,13.244170811711525,612.4185962287747,5.7806503544282255e-05,5.7806503544282255e-05,1.0924959181269487
158,3,-68.43343976079201,100.41847906307298,18.705824521123148,742.2588251853476,5.7529175854951705e-05,5.7529175854951705e-05,1.3242154682809322
159,3,-69.69895794926857,103.86686644262197,7.567715528059979,799.62820247728,5.725598813111667e-05,5.725598813111667e-05,1.4325392808508626
160,3,-70.55719616948342,105.01036250834562,9.634466940042923,759.8977287448182,5.6987005108575545e-05,5.6987005108575545e-05,0.9917978255061543
161,3,-71.33798093211894,110.22194235665458,10.388160647178182,751.8357793068399,5.6722290526761865e-05,5.6722290526761865e-05,1.3981534118456551
162,3,-72.18423757747728,101.77612246299276,10.277122234811587,668.5783305265466,5.646190711363989e-05,5.646190711363989e-05,0.9976618323737575
163,3,-72.5245862688337,113.41173280988421,14.61507162269281,817.7195481280892,5.6205916570840745e-05,5.6205916570840745e-05,1.408736264032529
164,3,-73.39833442532286,122.4212873030682,16.246343671059122,1049.1440155652106,5.5954379559041064e-05,5.5954379559041064e-05,1.3053365563289658
165,3,-74.08422758141343,119.54244893910933,14.705058730378443,1055.4351109095983,5.570735568358869e-05,5.570735568358869e-05,1.8192515979400083
166,3,-74.78444484788544,119.64849215137716,13.660602540385966,973.3402354960539,5.546490348037824e-05,5.546490348037824e-05,0.4693045538758994
167,3,-75.5089287271305,120.63268194393235,13.839733814706607,925.379572654257,5.522708040198015e-05,5.522708040198015e-05,1.8269590955830977
168,3,-75.39232090541294,128.00995153310348,16.37769045148577,748.1834673200335,5.4993942804026595e-05,5.4993942804026595e-05,0.49651896691478214
169,3,-75.82186936359017,135.55543327331543,14.760802969640615,859.697327282964,5.476554593185706e-05,5.476554593185706e-05,2.609004736546669
170,3,-76.49685964778978,121.62100865889569,16.49647484020311,933.0373759367028,5.4541943907427214e-05,5.4541943907427214e-05,1.0420355437862914
171,3,-77.32926209118901,131.15982756322745,11.428877061727096,921.754212048589,5.432318971648395e-05,5.432318971648395e-05,0.20398027981295414
172,3,-78.03123769954759,131.40633641457072,10.488396819756955,1110.1666521344866,5.410933519600962e-05,5.410933519600962e-05,0.823224571201409
173,3,-78.44794370690171,134.68902385478117,9.766555815326925,1012.2451819595026,5.3900431021938405e-05,5.3900431021938405e-05,1.0367780926763865
174,3,-79.06700040856187,131.01801852790678,11.192102646341128,1003.2095305773677,5.3696526697148164e-05,5.3696526697148164e-05,0.6161773081417329
175,3,-79.82178123629824,134.94968998188875,13.763228688921247,912.2263031005859,5.349767053972977e-05,5.349767053972977e-05,1.389096715812539
176,3,-80.54120744977679,133.9358123467893,11.363461436057577,827.7567923409598,5.330390967153757e-05,5.330390967153757e-05,0.0
177,3,-81.41220684440769,129.84808256188217,9.34462622720368,762.9610720264668,5.3115290007023084e-05,5.3115290007023084e-05,0.2744828916847756
178,3,-81.80266617755501,147.45274504836723,10.318908355673965,910.3522756148358,5.2931856242354985e-05,5.2931856242354985e-05,0.14687593651021372
179,3,-81.92479799231704,149.1102358759666,12.429339525650958,942.8360732720822,5.2753651844827655e-05,5.2753651844827655e-05,0.820905454501386
180,3,-82.22943862603636,145.77835106363102,12.456714610664212,1118.9985301737884,5.258071904256105e-05,5.258071904256105e-05,2.633280187451159
181,3,-83.35503527582908,152.98203246447505,11.274038489984006,1133.810799734933,5.241309881449399e-05,5.241309881449399e-05,1.6315127463552521
182,3,-83.73402840750558,134.729124886649,18.41273613365329,901.5332143355389,5.2250830880673715e-05,5.2250830880673715e-05,1.0876821249489574
183,3,-84.1321238303671,153.8719636566785,16.859343781763194,863.1283706353635,5.209395369284366e-05,5.209395369284366e-05,0.5267717817874725
184,3,-84.04846985486088,168.21495281920141,11.754215775703898,1043.8667832977917,5.194250442533166e-05,5.194250442533166e-05,2.7149346590324113
185,3,-85.16633154421436,158.05116209691886,8.048949377877372,984.8263269541214,5.1796518966241085e-05,5.1796518966241085e-05,0.9860782351129139
186,3,-86.49532598378707,161.88788698157487,14.059795963520907,1201.7966127979512,5.165603190894636e-05,5.165603190894636e-05,1.0774351826763013
187,3,-87.19721689029616,155.86714623898877,9.79159907905423,1121.4558441784918,5.152107654389602e-05,5.152107654389602e-05,0.48199827980072363
188,3,-87.55146960822903,172.61576446221798,9.71717170793183,1131.5521719796318,5.139168485072356e-05,5.139168485072356e-05,0.5390928026178254
189,3,-87.95316828513631,171.5373988248864,12.348346700473707,1195.7858980139908,5.126788749066982e-05,5.126788749066982e-05,0.9412120621965873
190,3,-88.73316099205796,151.7771209405393,9.260491867454684,1134.7112327108578,5.114971379931698e-05,5.114971379931698e-05,0.5906267507754607
191,3,-88.97463849126076,163.73720052290935,8.54709495816912,989.7707687689334,5.103719177963742e-05,5.103719177963742e-05,0.4133386712642102
192,3,-89.8807373046875,172.62506944306043,9.321711019593842,1312.578608921596,5.093034809535771e-05,5.093034809535771e-05,0.2722075807335534
193,3,-89.77322574537628,175.47843068959762,15.931223548188502,1374.8999453174824,5.082920806464049e-05,5.082920806464049e-05,0.08027378986483864
194,3,-90.44912455033283,167.4014848981585,13.670949342299481,1303.892672791773,5.073379565408478e-05,5.073379565408478e-05,0.351285736133478
195,3,-90.40553797507772,174.41769767294124,14.281588359754913,1158.7174196827168,5.0644133473046876e-05,5.0644133473046876e-05,0.0
196,3,-89.83503909986847,179.39639671481385,13.910278184073311,1082.8998039401308,5.0560242768282626e-05,5.0560242768282626e-05,0.10781557497250399
197,3,-91.28347856171277,174.3311544924366,17.74690956972083,1083.1578014140227,5.048214341891285e-05,5.048214341891285e-05,1.2195736017366559
198,3,-91.98303129235093,180.51317931194694,16.898994630696823,1195.341324163943,5.040985393171256e-05,5.040985393171256e-05,1.6855671527505107
199,3,-92.47221296660754,186.64710126604353,16.805742760093846,1335.8395921356823,5.034339143672548e-05,5.034339143672548e-05,0.7229526619583101
200,3,-93.05834820805764,196.30437889877632,16.020649394210505,1703.8061361507494,5.0282771683205005e-05,5.0282771683205005e-05,0.6670159591211986
201,3,-93.96419353874363,184.40830487621074,11.149968181337629,1295.525487160196,5.022800903588211e-05,5.022800903588211e-05,1.1082617712330813
202,3,-94.8210486587213,189.7847337528151,20.48856106582953,1465.9712325115593,5.017911647156131e-05,5.017911647156131e-05,0.6777223962676403
203,3,-95.0909626240633,196.22679395091777,19.065824002635722,1299.9332474689095,5.013610557604572e-05,5.013610557604572e-05,1.2619266473640944
204,4,-95.52374532271405,190.25723064189054,15.761603929558579,1554.2742826500717,5.00989865413917e-05,5.00989865413917e-05,0.6292625044627529
205,4,-95.73217711156728,206.2292651740872,11.836351599012103,1201.9673661212532,5.006776816349355e-05,5.006776816349355e-05,1.3215478157063372
